representation,representation_key,model_seed,draw,metric,evaluator_seed,value,source
Period-Aligned 2D,period_aligned_2d,0,100003,discriminative_score,42.0,0.16036585365853662,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100003/metric_discriminative_score_42.json
Period-Aligned 2D,period_aligned_2d,0,100003,discriminative_score,123.0,0.13353658536585367,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100003/metric_discriminative_score_123.json
Period-Aligned 2D,period_aligned_2d,0,100003,predictive_score,0.0,0.10994074474956506,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100003/metric_predictive_score_0.json
Period-Aligned 2D,period_aligned_2d,0,100003,predictive_score,42.0,0.12056567825766251,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100003/metric_predictive_score_42.json
Period-Aligned 2D,period_aligned_2d,0,100003,predictive_score,123.0,0.110599210786404,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100003/metric_predictive_score_123.json
Period-Aligned 2D,period_aligned_2d,0,100004,context_fid,0.0,0.8049870892682373,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100004/metric_context_fid_0.json
Period-Aligned 2D,period_aligned_2d,0,100004,context_fid,42.0,0.9506292018049938,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100004/metric_context_fid_42.json
Period-Aligned 2D,period_aligned_2d,0,100004,context_fid,123.0,0.7982720193228947,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100004/metric_context_fid_123.json
Period-Aligned 2D,period_aligned_2d,0,100004,correlational_score,,0.06500544399023056,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100004/metric_correlation_score_det.json
Period-Aligned 2D,period_aligned_2d,0,100004,discriminative_score,0.0,0.1329268292682927,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100004/metric_discriminative_score_0.json
Period-Aligned 2D,period_aligned_2d,0,100004,discriminative_score,42.0,0.12439024390243902,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100004/metric_discriminative_score_42.json
Period-Aligned 2D,period_aligned_2d,0,100004,discriminative_score,123.0,0.12865853658536586,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100004/metric_discriminative_score_123.json
Period-Aligned 2D,period_aligned_2d,0,100004,predictive_score,0.0,0.11162246755156957,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100004/metric_predictive_score_0.json
Period-Aligned 2D,period_aligned_2d,0,100004,predictive_score,42.0,0.12157062643564132,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100004/metric_predictive_score_42.json
Period-Aligned 2D,period_aligned_2d,0,100004,predictive_score,123.0,0.11026296967474991,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100004/metric_predictive_score_123.json
Period-Aligned 2D,period_aligned_2d,42,100000,context_fid,0.0,0.8781545367118873,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100000/metric_context_fid_0.json
Period-Aligned 2D,period_aligned_2d,42,100000,context_fid,42.0,1.0311015375926333,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100000/metric_context_fid_42.json
Period-Aligned 2D,period_aligned_2d,42,100000,context_fid,123.0,0.8636553528302551,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100000/metric_context_fid_123.json
Period-Aligned 2D,period_aligned_2d,42,100000,correlational_score,,0.08497141301631927,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100000/metric_correlation_score_det.json
Period-Aligned 2D,period_aligned_2d,42,100000,discriminative_score,0.0,0.14390243902439026,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100000/metric_discriminative_score_0.json
Period-Aligned 2D,period_aligned_2d,42,100000,discriminative_score,42.0,0.14878048780487807,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100000/metric_discriminative_score_42.json
Period-Aligned 2D,period_aligned_2d,42,100000,discriminative_score,123.0,0.10304878048780486,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100000/metric_discriminative_score_123.json
Period-Aligned 2D,period_aligned_2d,42,100000,predictive_score,0.0,0.11268127756648028,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100000/metric_predictive_score_0.json
Period-Aligned 2D,period_aligned_2d,42,100000,predictive_score,42.0,0.12070911748878643,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100000/metric_predictive_score_42.json
Period-Aligned 2D,period_aligned_2d,42,100000,predictive_score,123.0,0.11798424786275064,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100000/metric_predictive_score_123.json
Period-Aligned 2D,period_aligned_2d,42,100001,context_fid,0.0,0.8887146203116383,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100001/metric_context_fid_0.json
Period-Aligned 2D,period_aligned_2d,42,100001,context_fid,42.0,1.0406403314503552,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100001/metric_context_fid_42.json
Period-Aligned 2D,period_aligned_2d,42,100001,context_fid,123.0,0.8707281473659145,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100001/metric_context_fid_123.json
Period-Aligned 2D,period_aligned_2d,42,100001,correlational_score,,0.08915133029222488,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100001/metric_correlation_score_det.json
Period-Aligned 2D,period_aligned_2d,42,100001,discriminative_score,0.0,0.14085365853658538,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100001/metric_discriminative_score_0.json
Period-Aligned 2D,period_aligned_2d,42,100001,discriminative_score,42.0,0.14329268292682928,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100001/metric_discriminative_score_42.json
Period-Aligned 2D,period_aligned_2d,42,100001,discriminative_score,123.0,0.1274390243902439,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100001/metric_discriminative_score_123.json
Period-Aligned 2D,period_aligned_2d,42,100001,predictive_score,0.0,0.11081301246485964,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100001/metric_predictive_score_0.json
Period-Aligned 2D,period_aligned_2d,42,100001,predictive_score,42.0,0.1215875761154166,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100001/metric_predictive_score_42.json
Period-Aligned 2D,period_aligned_2d,42,100001,predictive_score,123.0,0.11319234748816598,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100001/metric_predictive_score_123.json
Period-Aligned 2D,period_aligned_2d,42,100002,context_fid,0.0,0.8517932920700577,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100002/metric_context_fid_0.json
Period-Aligned 2D,period_aligned_2d,42,100002,context_fid,42.0,1.0025410956378786,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100002/metric_context_fid_42.json
Period-Aligned 2D,period_aligned_2d,42,100002,context_fid,123.0,0.8394754512530442,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100002/metric_context_fid_123.json
Period-Aligned 2D,period_aligned_2d,42,100002,correlational_score,,0.0772329568862915,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100002/metric_correlation_score_det.json
Period-Aligned 2D,period_aligned_2d,42,100002,discriminative_score,0.0,0.16402439024390247,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100002/metric_discriminative_score_0.json
Period-Aligned 2D,period_aligned_2d,42,100002,discriminative_score,42.0,0.14451219512195124,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100002/metric_discriminative_score_42.json
Period-Aligned 2D,period_aligned_2d,42,100002,discriminative_score,123.0,0.13414634146341464,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100002/metric_discriminative_score_123.json
Period-Aligned 2D,period_aligned_2d,42,100002,predictive_score,0.0,0.11202425144210792,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100002/metric_predictive_score_0.json
Period-Aligned 2D,period_aligned_2d,42,100002,predictive_score,42.0,0.12145156254700851,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100002/metric_predictive_score_42.json
Period-Aligned 2D,period_aligned_2d,42,100002,predictive_score,123.0,0.11915329030989597,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100002/metric_predictive_score_123.json
Period-Aligned 2D,period_aligned_2d,42,100003,context_fid,0.0,0.8738901220092069,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100003/metric_context_fid_0.json
Period-Aligned 2D,period_aligned_2d,42,100003,context_fid,42.0,1.024660242750285,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100003/metric_context_fid_42.json
Period-Aligned 2D,period_aligned_2d,42,100003,context_fid,123.0,0.8574736001541108,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100003/metric_context_fid_123.json
Period-Aligned 2D,period_aligned_2d,42,100003,correlational_score,,0.08274417370557785,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100003/metric_correlation_score_det.json
Period-Aligned 2D,period_aligned_2d,42,100003,discriminative_score,0.0,0.16280487804878052,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100003/metric_discriminative_score_0.json
Period-Aligned 2D,period_aligned_2d,42,100003,discriminative_score,42.0,0.15182926829268295,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100003/metric_discriminative_score_42.json
Period-Aligned 2D,period_aligned_2d,42,100003,discriminative_score,123.0,0.14451219512195124,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100003/metric_discriminative_score_123.json
Period-Aligned 2D,period_aligned_2d,42,100003,predictive_score,0.0,0.10974535529749119,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100003/metric_predictive_score_0.json
Period-Aligned 2D,period_aligned_2d,42,100003,predictive_score,42.0,0.1202923361579451,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100003/metric_predictive_score_42.json
Period-Aligned 2D,period_aligned_2d,42,100003,predictive_score,123.0,0.11239992003174848,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100003/metric_predictive_score_123.json
Period-Aligned 2D,period_aligned_2d,42,100004,context_fid,0.0,0.8776346425707526,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100004/metric_context_fid_0.json
Period-Aligned 2D,period_aligned_2d,42,100004,context_fid,42.0,1.0218733932414255,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100004/metric_context_fid_42.json
Period-Aligned 2D,period_aligned_2d,42,100004,context_fid,123.0,0.8541633298875712,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100004/metric_context_fid_123.json
Period-Aligned 2D,period_aligned_2d,42,100004,correlational_score,,0.08232295513153076,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100004/metric_correlation_score_det.json
Period-Aligned 2D,period_aligned_2d,42,100004,discriminative_score,0.0,0.13597560975609757,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100004/metric_discriminative_score_0.json
Period-Aligned 2D,period_aligned_2d,42,100004,discriminative_score,42.0,0.1329268292682927,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100004/metric_discriminative_score_42.json
Period-Aligned 2D,period_aligned_2d,42,100004,discriminative_score,123.0,0.125,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100004/metric_discriminative_score_123.json
Period-Aligned 2D,period_aligned_2d,42,100004,predictive_score,0.0,0.10965916679651855,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100004/metric_predictive_score_0.json
Period-Aligned 2D,period_aligned_2d,42,100004,predictive_score,42.0,0.12067910061523435,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100004/metric_predictive_score_42.json
Period-Aligned 2D,period_aligned_2d,42,100004,predictive_score,123.0,0.11042622602099073,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100004/metric_predictive_score_123.json
Period-Aligned 2D,period_aligned_2d,123,100000,context_fid,0.0,0.8984438474411185,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100000/metric_context_fid_0.json
Period-Aligned 2D,period_aligned_2d,123,100000,context_fid,42.0,1.0580534963933381,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100000/metric_context_fid_42.json
Period-Aligned 2D,period_aligned_2d,123,100000,context_fid,123.0,0.8738548235830866,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100000/metric_context_fid_123.json
Period-Aligned 2D,period_aligned_2d,123,100000,correlational_score,,0.08096780627965927,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100000/metric_correlation_score_det.json
Period-Aligned 2D,period_aligned_2d,123,100000,discriminative_score,0.0,0.17500000000000004,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100000/metric_discriminative_score_0.json
Period-Aligned 2D,period_aligned_2d,123,100000,discriminative_score,42.0,0.17804878048780493,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100000/metric_discriminative_score_42.json
Period-Aligned 2D,period_aligned_2d,123,100000,discriminative_score,123.0,0.14207317073170733,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100000/metric_discriminative_score_123.json
Period-Aligned 2D,period_aligned_2d,123,100000,predictive_score,0.0,0.11153477071957241,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100000/metric_predictive_score_0.json
Period-Aligned 2D,period_aligned_2d,123,100000,predictive_score,42.0,0.12231770522384977,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100000/metric_predictive_score_42.json
Period-Aligned 2D,period_aligned_2d,123,100000,predictive_score,123.0,0.11589425813644993,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100000/metric_predictive_score_123.json
Period-Aligned 2D,period_aligned_2d,123,100001,context_fid,0.0,0.8794093371143431,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_context_fid_0.json
