family,dataset,sequence_length,model_seed,draw,metric,evaluator_seed,value,lower_is_better,sample_count,real_reference_sha256,generated_sha256,evaluator_source,runtime_seconds,gpu
Diffusion-TS,AirQuality,64,42,100000,predictive_score,0,0.020676011689204188,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,05cb6b9fcd46135ab12931d1d1c63b979661024812aa7454e0d06165a45e752a,/path/to/Diffusion-TS/Utils/predictive_metric.py,67.02543210983276,0
Diffusion-TS,AirQuality,64,42,100000,predictive_score,42,0.02417295871754277,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,05cb6b9fcd46135ab12931d1d1c63b979661024812aa7454e0d06165a45e752a,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.69252038002014,2
Diffusion-TS,AirQuality,64,42,100000,predictive_score,123,0.021894653957019727,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,05cb6b9fcd46135ab12931d1d1c63b979661024812aa7454e0d06165a45e752a,/path/to/Diffusion-TS/Utils/predictive_metric.py,64.64141654968262,1
Diffusion-TS,AirQuality,64,42,100001,predictive_score,0,0.02080996271288882,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,1955f542415426b71a05f1158d2f07525166a1d46982b19beadb9a8113d81356,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.4723904132843,1
Diffusion-TS,AirQuality,64,42,100001,predictive_score,42,0.024697747679567783,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,1955f542415426b71a05f1158d2f07525166a1d46982b19beadb9a8113d81356,/path/to/Diffusion-TS/Utils/predictive_metric.py,67.06912684440613,0
Diffusion-TS,AirQuality,64,42,100001,predictive_score,123,0.022635619056131873,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,1955f542415426b71a05f1158d2f07525166a1d46982b19beadb9a8113d81356,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.56510090827942,2
Diffusion-TS,AirQuality,64,42,100002,predictive_score,0,0.021112847600079476,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,cf4894a5ed6904328aca52044ec037aaa7ec6011c53bf9979036f7bd85d8db13,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.31931924819946,0
Diffusion-TS,AirQuality,64,42,100002,predictive_score,42,0.02424568706305763,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,cf4894a5ed6904328aca52044ec037aaa7ec6011c53bf9979036f7bd85d8db13,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.58453464508057,2
Diffusion-TS,AirQuality,64,42,100002,predictive_score,123,0.022229994224517213,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,cf4894a5ed6904328aca52044ec037aaa7ec6011c53bf9979036f7bd85d8db13,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.52078366279602,1
Diffusion-TS,AirQuality,64,42,100003,predictive_score,0,0.021050474108733397,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,50acd91d9388abbd1e2457f14e7de498ae9ac8e23dcfcbd2fe04d8592d91a3a1,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.0670223236084,1
Diffusion-TS,AirQuality,64,42,100003,predictive_score,42,0.024690663461399254,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,50acd91d9388abbd1e2457f14e7de498ae9ac8e23dcfcbd2fe04d8592d91a3a1,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.05916595458984,0
Diffusion-TS,AirQuality,64,42,100003,predictive_score,123,0.022351836005100267,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,50acd91d9388abbd1e2457f14e7de498ae9ac8e23dcfcbd2fe04d8592d91a3a1,/path/to/Diffusion-TS/Utils/predictive_metric.py,67.29393529891968,2
Diffusion-TS,AirQuality,64,42,100004,predictive_score,0,0.021020365571246202,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,136338148d5f6d8b6b5ecc5e2a3324e1ade069ca434817ea155c66d16846154c,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.78923034667969,0
Diffusion-TS,AirQuality,64,42,100004,predictive_score,42,0.024597033631494014,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,136338148d5f6d8b6b5ecc5e2a3324e1ade069ca434817ea155c66d16846154c,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.98431611061096,1
Diffusion-TS,AirQuality,64,42,100004,predictive_score,123,0.022367315554788547,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,136338148d5f6d8b6b5ecc5e2a3324e1ade069ca434817ea155c66d16846154c,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.0744776725769,2
Diffusion-TS,AirQuality,64,123,100000,predictive_score,0,0.020102788599899668,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,853ce434948779d0c7c216cd2f6fa7571d755331387b1967f100e0b1178fa28d,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.88132333755493,2
Diffusion-TS,AirQuality,64,123,100000,predictive_score,42,0.022967213785932472,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,853ce434948779d0c7c216cd2f6fa7571d755331387b1967f100e0b1178fa28d,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.96657204627991,1
Diffusion-TS,AirQuality,64,123,100000,predictive_score,123,0.021718801309077662,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,853ce434948779d0c7c216cd2f6fa7571d755331387b1967f100e0b1178fa28d,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.20936822891235,0
Diffusion-TS,AirQuality,64,123,100001,predictive_score,0,0.020083438037147516,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,42800bf40d7f0d097d075e5ca8785991eb3fc1b2155d96afc993272c96bdae21,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.29486727714539,0
Diffusion-TS,AirQuality,64,123,100001,predictive_score,42,0.023766034967536598,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,42800bf40d7f0d097d075e5ca8785991eb3fc1b2155d96afc993272c96bdae21,/path/to/Diffusion-TS/Utils/predictive_metric.py,63.6608567237854,2
Diffusion-TS,AirQuality,64,123,100001,predictive_score,123,0.021652065514899732,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,42800bf40d7f0d097d075e5ca8785991eb3fc1b2155d96afc993272c96bdae21,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.15500402450562,1
Diffusion-TS,AirQuality,64,123,100002,predictive_score,0,0.020091421614836236,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,87b9a55e28b94feb907008fc570ac9731403548de0ca095a85e2f4f8fdc3be2d,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.3479995727539,1
Diffusion-TS,AirQuality,64,123,100002,predictive_score,42,0.023543025449100696,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,87b9a55e28b94feb907008fc570ac9731403548de0ca095a85e2f4f8fdc3be2d,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.70131945610046,0
Diffusion-TS,AirQuality,64,123,100002,predictive_score,123,0.021820776115646368,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,87b9a55e28b94feb907008fc570ac9731403548de0ca095a85e2f4f8fdc3be2d,/path/to/Diffusion-TS/Utils/predictive_metric.py,67.60611629486084,2
Diffusion-TS,AirQuality,64,123,100003,predictive_score,0,0.02012075757920684,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,f3e0bce8f776e92f49f10e6358006b0ee42cce68affe1f11056da96216f3855e,/path/to/Diffusion-TS/Utils/predictive_metric.py,68.61263513565063,2
Diffusion-TS,AirQuality,64,123,100003,predictive_score,42,0.024029061174928756,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,f3e0bce8f776e92f49f10e6358006b0ee42cce68affe1f11056da96216f3855e,/path/to/Diffusion-TS/Utils/predictive_metric.py,64.44221544265747,0
Diffusion-TS,AirQuality,64,123,100003,predictive_score,123,0.021771910103666414,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,f3e0bce8f776e92f49f10e6358006b0ee42cce68affe1f11056da96216f3855e,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.09280061721802,1
Diffusion-TS,AirQuality,64,123,100004,predictive_score,0,0.01996644106355916,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,fb57f5ea6f29969897961d3a2bd53a816846c572f3b643d4b50ccdd2470cf38f,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.12903308868408,0
Diffusion-TS,AirQuality,64,123,100004,predictive_score,42,0.023763832223437475,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,fb57f5ea6f29969897961d3a2bd53a816846c572f3b643d4b50ccdd2470cf38f,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.66698026657104,1
Diffusion-TS,AirQuality,64,123,100004,predictive_score,123,0.021910947639810274,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,fb57f5ea6f29969897961d3a2bd53a816846c572f3b643d4b50ccdd2470cf38f,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.8367190361023,2
PETS-U,AirQuality,64,0,100000,predictive_score,0,0.019938842593887784,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,7b377155dd34cca3c30a23542b52294c6665bf57b1e4454ddd69299ee2de5f50,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.17633628845215,1
PETS-U,AirQuality,64,0,100000,predictive_score,42,0.021837368664705537,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,7b377155dd34cca3c30a23542b52294c6665bf57b1e4454ddd69299ee2de5f50,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.64386820793152,2
PETS-U,AirQuality,64,0,100000,predictive_score,123,0.023701534405574876,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,7b377155dd34cca3c30a23542b52294c6665bf57b1e4454ddd69299ee2de5f50,/path/to/Diffusion-TS/Utils/predictive_metric.py,68.35558080673218,0
PETS-U,AirQuality,64,0,100001,predictive_score,0,0.019945007852697927,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,75c5cf9d79ab68a8d9ede0c73e3e031702717bdf2537c10333825da92740a7dd,/path/to/Diffusion-TS/Utils/predictive_metric.py,68.33837556838989,2
PETS-U,AirQuality,64,0,100001,predictive_score,42,0.020824340728267998,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,75c5cf9d79ab68a8d9ede0c73e3e031702717bdf2537c10333825da92740a7dd,/path/to/Diffusion-TS/Utils/predictive_metric.py,67.82363104820251,1
PETS-U,AirQuality,64,0,100001,predictive_score,123,0.022893780216350024,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,75c5cf9d79ab68a8d9ede0c73e3e031702717bdf2537c10333825da92740a7dd,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.53315877914429,0
PETS-U,AirQuality,64,0,100002,predictive_score,0,0.02006306713980166,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,bf2864a622671d66f1bbd60460d72fbf168b573e9eaa157eda97a78b4ea55f21,/path/to/Diffusion-TS/Utils/predictive_metric.py,64.96701693534851,2
PETS-U,AirQuality,64,0,100002,predictive_score,42,0.020919662684377727,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,bf2864a622671d66f1bbd60460d72fbf168b573e9eaa157eda97a78b4ea55f21,/path/to/Diffusion-TS/Utils/predictive_metric.py,64.97891569137573,0
PETS-U,AirQuality,64,0,100002,predictive_score,123,0.022751736733198413,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,bf2864a622671d66f1bbd60460d72fbf168b573e9eaa157eda97a78b4ea55f21,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.39068222045898,1
PETS-U,AirQuality,64,0,100003,predictive_score,0,0.019889970599251683,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,86e67a144a0e3831cf6a06ae16f1ab2155e758531f2112ee937b919d665ea010,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.88249373435974,0
PETS-U,AirQuality,64,0,100003,predictive_score,42,0.02225569232621183,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,86e67a144a0e3831cf6a06ae16f1ab2155e758531f2112ee937b919d665ea010,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.50144863128662,2
PETS-U,AirQuality,64,0,100003,predictive_score,123,0.02307276563817595,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,86e67a144a0e3831cf6a06ae16f1ab2155e758531f2112ee937b919d665ea010,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.33938455581665,1
PETS-U,AirQuality,64,0,100004,predictive_score,0,0.020070601456723125,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,feaef89e930e61d47fd577399925384f9eb3bc766f3c60f9964c6dac50efe3f6,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.80507135391235,0
PETS-U,AirQuality,64,0,100004,predictive_score,42,0.021873450594512178,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,feaef89e930e61d47fd577399925384f9eb3bc766f3c60f9964c6dac50efe3f6,/path/to/Diffusion-TS/Utils/predictive_metric.py,64.60696601867676,1
PETS-U,AirQuality,64,0,100004,predictive_score,123,0.022991440053772294,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,feaef89e930e61d47fd577399925384f9eb3bc766f3c60f9964c6dac50efe3f6,/path/to/Diffusion-TS/Utils/predictive_metric.py,64.20908188819885,2
PETS-U,AirQuality,64,42,100000,predictive_score,0,0.020709830791844297,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,cc4e67e73abdc2f7615311ebda17e637c958a7cd58d531a69e756346e5a68fda,/path/to/Diffusion-TS/Utils/predictive_metric.py,64.82503867149353,1
PETS-U,AirQuality,64,42,100000,predictive_score,42,0.02454741661921389,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,cc4e67e73abdc2f7615311ebda17e637c958a7cd58d531a69e756346e5a68fda,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.36278533935547,2
PETS-U,AirQuality,64,42,100000,predictive_score,123,0.02235667748027481,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,cc4e67e73abdc2f7615311ebda17e637c958a7cd58d531a69e756346e5a68fda,/path/to/Diffusion-TS/Utils/predictive_metric.py,67.33809185028076,0
PETS-U,AirQuality,64,42,100001,predictive_score,0,0.020471299267171617,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,dd5d3e43f0f82e4c0c484c8bbdbfe016cdf18decb5b77cdc189731c7cf3fe8cd,/path/to/Diffusion-TS/Utils/predictive_metric.py,62.858497858047485,2
PETS-U,AirQuality,64,42,100001,predictive_score,42,0.024163890596469173,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,dd5d3e43f0f82e4c0c484c8bbdbfe016cdf18decb5b77cdc189731c7cf3fe8cd,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.29764318466187,1
PETS-U,AirQuality,64,42,100001,predictive_score,123,0.022531113620289034,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,dd5d3e43f0f82e4c0c484c8bbdbfe016cdf18decb5b77cdc189731c7cf3fe8cd,/path/to/Diffusion-TS/Utils/predictive_metric.py,68.95163178443909,0
PETS-U,AirQuality,64,42,100002,predictive_score,0,0.02043001674047673,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,0e084eab4a1705e9c1fc6006452596ff5392e79232f092eff6c38aaca89cca34,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.50801515579224,2
PETS-U,AirQuality,64,42,100002,predictive_score,42,0.024403768913998647,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,0e084eab4a1705e9c1fc6006452596ff5392e79232f092eff6c38aaca89cca34,/path/to/Diffusion-TS/Utils/predictive_metric.py,67.72274231910706,1
PETS-U,AirQuality,64,42,100002,predictive_score,123,0.02300010167698474,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,0e084eab4a1705e9c1fc6006452596ff5392e79232f092eff6c38aaca89cca34,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.04397249221802,0
PETS-U,AirQuality,64,42,100003,predictive_score,0,0.02044203397002775,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,cd1718cae04d1055d6d66b2cc57bb7bdffccb38b5dc5cc6e449234dae276ba1a,/path/to/Diffusion-TS/Utils/predictive_metric.py,64.92272424697876,0
PETS-U,AirQuality,64,42,100003,predictive_score,42,0.024291947301776418,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,cd1718cae04d1055d6d66b2cc57bb7bdffccb38b5dc5cc6e449234dae276ba1a,/path/to/Diffusion-TS/Utils/predictive_metric.py,67.47792482376099,1
PETS-U,AirQuality,64,42,100003,predictive_score,123,0.02284061009652305,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,cd1718cae04d1055d6d66b2cc57bb7bdffccb38b5dc5cc6e449234dae276ba1a,/path/to/Diffusion-TS/Utils/predictive_metric.py,68.26604914665222,2
PETS-U,AirQuality,64,42,100004,predictive_score,0,0.020840048587899673,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,9f0f84d92adbc1a96d88c565d097f626a6a27150e9dc6ebcc20f3d0a6777170d,/path/to/Diffusion-TS/Utils/predictive_metric.py,64.29600501060486,1
PETS-U,AirQuality,64,42,100004,predictive_score,42,0.024317484237997178,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,9f0f84d92adbc1a96d88c565d097f626a6a27150e9dc6ebcc20f3d0a6777170d,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.98545694351196,0
PETS-U,AirQuality,64,42,100004,predictive_score,123,0.022345334394003658,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,9f0f84d92adbc1a96d88c565d097f626a6a27150e9dc6ebcc20f3d0a6777170d,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.26780271530151,2
PETS-U,AirQuality,64,123,100000,predictive_score,0,0.02064259662506629,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,9d4f46d4bdc98616aae3c78cffe28deab79fedc72134eac2bc6fe63ae1b6bb7c,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.20051980018616,2
PETS-U,AirQuality,64,123,100000,predictive_score,42,0.024205595152693604,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,9d4f46d4bdc98616aae3c78cffe28deab79fedc72134eac2bc6fe63ae1b6bb7c,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.77589106559753,0
PETS-U,AirQuality,64,123,100000,predictive_score,123,0.02379569120449787,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,9d4f46d4bdc98616aae3c78cffe28deab79fedc72134eac2bc6fe63ae1b6bb7c,/path/to/Diffusion-TS/Utils/predictive_metric.py,68.54836320877075,1
PETS-U,AirQuality,64,123,100001,predictive_score,0,0.020754307575430175,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,7c546757eece4776ecf44ebdb5addb37bf6cee2364351529595b6798ae585d22,/path/to/Diffusion-TS/Utils/predictive_metric.py,64.41607236862183,0
PETS-U,AirQuality,64,123,100001,predictive_score,42,0.024733312022931386,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,7c546757eece4776ecf44ebdb5addb37bf6cee2364351529595b6798ae585d22,/path/to/Diffusion-TS/Utils/predictive_metric.py,66.60981035232544,2
PETS-U,AirQuality,64,123,100001,predictive_score,123,0.02175251395487976,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,7c546757eece4776ecf44ebdb5addb37bf6cee2364351529595b6798ae585d22,/path/to/Diffusion-TS/Utils/predictive_metric.py,64.16080379486084,1
PETS-U,AirQuality,64,123,100002,predictive_score,0,0.020678942219888086,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,3c4163092a151b5a9393209970b2f3afb8b319f6471d61cf9674cdda9f426a55,/path/to/Diffusion-TS/Utils/predictive_metric.py,65.47663283348083,0
PETS-U,AirQuality,64,123,100002,predictive_score,42,0.024539412906278812,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,3c4163092a151b5a9393209970b2f3afb8b319f6471d61cf9674cdda9f426a55,/path/to/Diffusion-TS/Utils/predictive_metric.py,67.9811360836029,1
PETS-U,AirQuality,64,123,100002,predictive_score,123,0.022713159216095846,True,4096,08866e0a33d9b75e91a981c6031b183546043fc0bf762d0e9377bc734a6c4c09,3c4163092a151b5a9393209970b2f3afb8b319f6471d61cf9674cdda9f426a55,/path/to/Diffusion-TS/Utils/predictive_metric.py,67.5067970752716,2
