system,seed,draw,path,sha256,shape,archived_reuse,checkpoint_sha256,paired_noise_group
PETS_U_BF_EAA_DAA,1,100000,samples/PETS_U_BF_EAA_DAA/seed_1/draw_100000/samples.npy,883dbe2ee5fe5978a1d2301c8ba67640a3f7e23e471dedd73d6cfacbd6f192d7,4096x128x7,False,e8de4f523f70cee56ca8a508304cfd0378050248c3aacd6f4e37ad1f55dbd4e9,1:100000
PETS_U_BF_EAA_DAA,1,100001,samples/PETS_U_BF_EAA_DAA/seed_1/draw_100001/samples.npy,8ccf6431caa1d8574a2bdfe625093374ebf50b7b1bccb94ce8c83719f53fc647,4096x128x7,False,e8de4f523f70cee56ca8a508304cfd0378050248c3aacd6f4e37ad1f55dbd4e9,1:100001
PETS_U_BF_EAA_DAA,1,100002,samples/PETS_U_BF_EAA_DAA/seed_1/draw_100002/samples.npy,ee2a99e4ed0788c18034e5afbdc2177f82b3a63473a634d6597b968f55626b8f,4096x128x7,False,e8de4f523f70cee56ca8a508304cfd0378050248c3aacd6f4e37ad1f55dbd4e9,1:100002
PETS_U_BF_EAA_DAA,1,100003,samples/PETS_U_BF_EAA_DAA/seed_1/draw_100003/samples.npy,36d9774f40a1d81afd1678bc7bffe98b945b4ef18888f1fc254cb7742efc9e46,4096x128x7,False,e8de4f523f70cee56ca8a508304cfd0378050248c3aacd6f4e37ad1f55dbd4e9,1:100003
PETS_U_BF_EAA_DAA,1,100004,samples/PETS_U_BF_EAA_DAA/seed_1/draw_100004/samples.npy,4770d0b3bc50f6b45e85f28ae1c55ee4a506e074e16bf1242ab487ca24855f16,4096x128x7,False,e8de4f523f70cee56ca8a508304cfd0378050248c3aacd6f4e37ad1f55dbd4e9,1:100004
PETS_U_BF_EAA_DAA,2,100000,samples/PETS_U_BF_EAA_DAA/seed_2/draw_100000/samples.npy,a88010b469460209a137679f1f5278d3e7422970b67259e4125dcf8b095bbbd1,4096x128x7,False,08459c26b2f89d9b1c5bd196d3bf685e9326423373b5449d661505e957e569d8,2:100000
PETS_U_BF_EAA_DAA,2,100001,samples/PETS_U_BF_EAA_DAA/seed_2/draw_100001/samples.npy,515560caffd0894a997f57e9379aa21ba6c6e50c5734bc15a3bcf8c7e09cdc30,4096x128x7,False,08459c26b2f89d9b1c5bd196d3bf685e9326423373b5449d661505e957e569d8,2:100001
PETS_U_BF_EAA_DAA,2,100002,samples/PETS_U_BF_EAA_DAA/seed_2/draw_100002/samples.npy,0b7bf7375f13b833ce029a14662bcbbd078c5f5e0e6f0eed2398ebc0823e2e8e,4096x128x7,False,08459c26b2f89d9b1c5bd196d3bf685e9326423373b5449d661505e957e569d8,2:100002
PETS_U_BF_EAA_DAA,2,100003,samples/PETS_U_BF_EAA_DAA/seed_2/draw_100003/samples.npy,d1df1e8756d1282f04e30e0d7346ba16a17cd4b9a3b16cf15df5575dbec3f035,4096x128x7,False,08459c26b2f89d9b1c5bd196d3bf685e9326423373b5449d661505e957e569d8,2:100003
PETS_U_BF_EAA_DAA,2,100004,samples/PETS_U_BF_EAA_DAA/seed_2/draw_100004/samples.npy,580c7c31ee866b611e1da13fdb618cdae1446abaf0ccac036cbdb807811835d7,4096x128x7,False,08459c26b2f89d9b1c5bd196d3bf685e9326423373b5449d661505e957e569d8,2:100004
PETS_U_BF_EAA_DAA,42,100000,samples/PETS_U_BF_EAA_DAA/seed_42/draw_100000/samples.npy,0be3a708d89fe74d7cc445e55d7614e11a56eac7bc02ebc4f439e490e728547f,4096x128x7,False,1e01ac267aecb1168c8bfa316da9b49807df8a003d21b79384ceafc5a3636973,42:100000
PETS_U_BF_EAA_DAA,42,100001,samples/PETS_U_BF_EAA_DAA/seed_42/draw_100001/samples.npy,4136e15dbf5093631181435336f1b478b5218edd0d9b766d74926542935e8591,4096x128x7,False,1e01ac267aecb1168c8bfa316da9b49807df8a003d21b79384ceafc5a3636973,42:100001
PETS_U_BF_EAA_DAA,42,100002,samples/PETS_U_BF_EAA_DAA/seed_42/draw_100002/samples.npy,6822246f63f22e10afa21a9d8fc44bfede559b584bc6f2c22124196a81bbac5a,4096x128x7,False,1e01ac267aecb1168c8bfa316da9b49807df8a003d21b79384ceafc5a3636973,42:100002
PETS_U_BF_EAA_DAA,42,100003,samples/PETS_U_BF_EAA_DAA/seed_42/draw_100003/samples.npy,3e0a75404f446c8e55ceab02c6556f44512203a924d7b355e1ccf9634a6e57cd,4096x128x7,False,1e01ac267aecb1168c8bfa316da9b49807df8a003d21b79384ceafc5a3636973,42:100003
PETS_U_BF_EAA_DAA,42,100004,samples/PETS_U_BF_EAA_DAA/seed_42/draw_100004/samples.npy,5fa4c5abdd602432a101ba548ced221277a2ae75026db2123afca86859d8f0d9,4096x128x7,False,1e01ac267aecb1168c8bfa316da9b49807df8a003d21b79384ceafc5a3636973,42:100004
PETS_U_BF_EAA_DAA,123,100000,samples/PETS_U_BF_EAA_DAA/seed_123/draw_100000/samples.npy,664e4c274974bdb2cfe41e80f28b910bcd1e24cc586f6bd0faaf5059c6556c06,4096x128x7,False,562a89cc61b59ea5e1b977775bc6ed4ec20d3fd34f587e58387577b99710155a,123:100000
PETS_U_BF_EAA_DAA,123,100001,samples/PETS_U_BF_EAA_DAA/seed_123/draw_100001/samples.npy,cf9e91dfedb8af538e37b73db94379d5c1ebe4647a313b554887695771d19154,4096x128x7,False,562a89cc61b59ea5e1b977775bc6ed4ec20d3fd34f587e58387577b99710155a,123:100001
PETS_U_BF_EAA_DAA,123,100002,samples/PETS_U_BF_EAA_DAA/seed_123/draw_100002/samples.npy,d11b0392d30a830ceaf803c4337d8538e8eeb90687ade6b553cbb7dbad531f9f,4096x128x7,False,562a89cc61b59ea5e1b977775bc6ed4ec20d3fd34f587e58387577b99710155a,123:100002
PETS_U_BF_EAA_DAA,123,100003,samples/PETS_U_BF_EAA_DAA/seed_123/draw_100003/samples.npy,db06eb744efa4ce21fc04459dc4707fba30b6530c5b298d98de6dba2cf1f6d8e,4096x128x7,False,562a89cc61b59ea5e1b977775bc6ed4ec20d3fd34f587e58387577b99710155a,123:100003
PETS_U_BF_EAA_DAA,123,100004,samples/PETS_U_BF_EAA_DAA/seed_123/draw_100004/samples.npy,d1a198c0788357825367cd4cf14e1a0b472f9b0d829e89157f291dd274c32e3b,4096x128x7,False,562a89cc61b59ea5e1b977775bc6ed4ec20d3fd34f587e58387577b99710155a,123:100004
